Mw,Rrup,log(Rrup),VS30,focal_depth,eq_name,eq_id
3.86,838.17,6.731220943869785,519.5,519.5,Guy_2010-10-15,5618.0
3.86,750.2,6.620339837647787,502.7,502.7,Guy_2010-10-15,5619.0
3.86,692.46,6.540250474660368,498.5,498.5,Guy_2010-10-15,5620.0
3.86,631.51,6.448113776977916,507.5,507.5,Guy_2010-10-15,5621.0
3.86,555.27,6.319454481936734,505.2,505.2,Guy_2010-10-15,5622.0
3.86,501.6,6.21780298931871,523.8,523.8,Guy_2010-10-15,5623.0
3.86,438.52,6.083405420806339,354.3,354.3,Guy_2010-10-15,5624.0
3.86,381.18,5.943271704506497,370.4,370.4,Guy_2010-10-15,5625.0
3.86,332.49,5.806609784455671,506.6,506.6,Guy_2010-10-15,5626.0
3.86,283.46,5.6470710197387595,417.4,417.4,Guy_2010-10-15,5627.0
3.86,1082.37,6.9869083602862245,437.1,437.1,Guy_2010-10-15,5628.0
3.86,987.85,6.895530864359414,538.4,538.4,Guy_2010-10-15,5629.0
3.86,1476.68,7.29755160367568,448.7,448.7,Guy_2010-10-15,5630.0
3.86,852.08,6.74768041913491,457.9,457.9,Guy_2010-10-15,5631.0
3.86,1087.71,6.9918298477690435,789.0,789.0,Guy_2010-10-15,5632.0
3.86,669.58,6.5066506501509345,434.8,434.8,Guy_2010-10-15,5633.0
3.86,765.99,6.641169114825089,533.5,533.5,Guy_2010-10-15,5634.0
3.86,1369.31,7.222062242313054,269.0,269.0,Guy_2010-10-15,5635.0
3.86,1308.94,7.17697292834295,467.1,467.1,Guy_2010-10-15,5636.0
3.86,1232.74,7.1169946131264945,564.6,564.6,Guy_2010-10-15,5637.0
3.86,1761.14,7.473716605620155,440.6,440.6,Guy_2010-10-15,5638.0
3.86,1310.76,7.178362400643452,695.2,695.2,Guy_2010-10-15,5641.0
3.86,1410.28,7.251543545217789,623.2,623.2,Guy_2010-10-15,5642.0
3.86,1246.52,7.128110947760686,651.2,651.2,Guy_2010-10-15,5643.0
3.86,838.4,6.731495313566778,299.0,299.0,Guy_2010-10-15,5644.0
3.86,838.4,6.731495313566778,299.0,299.0,Guy_2010-10-15,5645.0
3.86,644.18,6.467978190156227,544.9,544.9,Guy_2010-10-15,5646.0
3.86,878.2,6.777874358127617,656.8,656.8,Guy_2010-10-15,5647.0
3.86,867.72,6.765869081974861,595.5,595.5,Guy_2010-10-15,5648.0
3.86,569.69,6.34509235323417,639.6,639.6,Guy_2010-10-15,5649.0
3.86,569.69,6.34509235323417,639.6,639.6,Guy_2010-10-15,5650.0
3.86,549.24,6.308535504453551,570.0,570.0,Guy_2010-10-15,5651.0
3.86,140.19,4.942998645380444,1295.0,1295.0,Guy_2010-10-15,5652.0
3.86,1056.46,6.9626789754780365,334.6,334.6,Guy_2010-10-15,5653.0
3.86,278.62,5.629848846278079,464.8,464.8,Guy_2010-10-15,5654.0
3.86,741.12,6.608162555504521,368.0,368.0,Guy_2010-10-15,5655.0
3.86,802.02,6.687133545211436,676.1,676.1,Guy_2010-10-15,5656.0
3.86,378.43,5.936031115219069,281.7,281.7,Guy_2010-10-15,5657.0
3.86,590.88,6.381612951104253,1859.0,1859.0,Guy_2010-10-15,5658.0
3.05,87.5,4.471638793363568,692.4,692.4,Concord_2010-09-26,5659.0
3.05,87.5,4.471638793363568,692.4,692.4,Concord_2010-09-26,5660.0
3.05,87.5,4.471638793363568,692.4,692.4,Concord_2010-09-26,5661.0
3.05,162.76,5.092276723133489,1250.7,1250.7,Concord_2010-09-26,5662.0
3.05,376.4,5.930652407711224,511.5,511.5,Concord_2010-09-26,5663.0
3.05,376.4,5.930652407711224,511.5,511.5,Concord_2010-09-26,5664.0
3.05,284.37,5.65027620713306,1185.1,1185.1,Concord_2010-09-26,5665.0
3.05,336.53,5.818687298156948,519.7,519.7,Concord_2010-09-26,5666.0
3.05,336.53,5.818687298156948,519.7,519.7,Concord_2010-09-26,5667.0
3.05,326.64,5.78885864701132,518.0,518.0,Concord_2010-09-26,5668.0
3.05,230.6,5.440684607834958,1200.6,1200.6,Concord_2010-09-26,5669.0
3.05,230.6,5.440684607834958,1200.6,1200.6,Concord_2010-09-26,5670.0
3.05,232.32,5.448115731636431,839.1,839.1,Concord_2010-09-26,5671.0
3.05,428.6,6.060524083039477,1175.8,1175.8,Concord_2010-09-26,5672.0
3.05,338.87,5.825616553006916,854.4,854.4,Concord_2010-09-26,5673.0
3.05,265.7,5.582367852765768,1500.0,1500.0,Concord_2010-09-26,5675.0
3.05,265.7,5.582367852765768,1500.0,1500.0,Concord_2010-09-26,5676.0
3.05,345.11,5.843863206792214,780.3,780.3,Concord_2010-09-26,5677.0
3.05,314.41,5.750697866665008,1064.6,1064.6,Concord_2010-09-26,5678.0
3.05,314.41,5.750697866665008,1064.6,1064.6,Concord_2010-09-26,5679.0
3.05,410.35,6.01701045407572,681.3,681.3,Concord_2010-09-26,5680.0
3.05,410.35,6.01701045407572,681.3,681.3,Concord_2010-09-26,5681.0
3.05,407.62,6.010335367858233,1433.4,1433.4,Concord_2010-09-26,5683.0
3.05,301.55,5.708935839896996,653.6,653.6,Concord_2010-09-26,5684.0
3.05,301.55,5.708935839896996,653.6,653.6,Concord_2010-09-26,5685.0
3.05,610.46,6.414212771338706,484.2,484.2,Concord_2010-09-26,5686.0
3.05,330.43,5.800394836556317,588.7,588.7,Concord_2010-09-26,5688.0
3.05,113.34,4.730392150741473,655.3,655.3,Concord_2010-09-26,5689.0
3.05,152.93,5.029980300360032,633.1,633.1,Concord_2010-09-26,5690.0
3.05,370.72,5.915447060684066,494.5,494.5,Concord_2010-09-26,5691.0
3.05,20.04,2.997730276216664,888.3,888.3,Concord_2010-09-26,5692.0
3.05,68.44,4.225957449023992,375.6,375.6,Concord_2010-09-26,5693.0
3.05,112.27,4.7209066844706875,625.7,625.7,Concord_2010-09-26,5694.0
3.05,472.24,6.157487330932434,665.9,665.9,Concord_2010-09-26,5695.0
3.05,104.29,4.6471754801331215,421.4,421.4,Concord_2010-09-26,5697.0
3.05,213.08,5.3616676820487985,694.5,694.5,Concord_2010-09-26,5698.0
3.05,540.35,6.292217077749174,1123.6,1123.6,Concord_2010-09-26,5700.0
3.05,488.85,6.19205569395168,442.2,442.2,Concord_2010-09-26,5701.0
3.05,435.14,6.075667818390056,1700.0,1700.0,Concord_2010-09-26,5702.0
3.05,373.44,5.922757349098191,684.6,684.6,Concord_2010-09-26,5703.0
3.05,107.56,4.678048831400663,1043.0,1043.0,Concord_2010-09-26,5704.0
3.05,276.62,5.6226447231965615,1425.0,1425.0,Concord_2010-09-26,5705.0
3.05,219.72,5.3923540084744195,1503.0,1503.0,Concord_2010-09-26,5706.0
,,,,,,
,,,,,,
,,,,,,
5.1,8.89,2.1849270495258133,1700.0,1700.0,Nahanni_1985-12-23a,5712.0
5.15,22.22,3.100992784211484,1700.0,1700.0,Nahanni_1985-12-25,5713.0
3.96,8.59,2.150598735996164,615.0,615.0,Arcadia_2010-11-24,5714.0
3.96,9.82,2.2844211223663744,725.0,725.0,Arcadia_2010-11-24,5715.0
3.96,9.87,2.28949985344539,426.1,426.1,Arcadia_2010-11-24,5716.0
3.96,23.54,3.1587011018321305,505.0,505.0,Arcadia_2010-11-24,5717.0
3.96,6.11,1.8099267731835038,591.0,591.0,Arcadia_2010-11-24,5718.0
3.96,18.23,2.9030685886905716,610.0,610.0,Arcadia_2010-11-24,5719.0
3.96,16.66,2.8130106367386967,321.0,321.0,Arcadia_2010-11-24,5720.0
3.96,476.37,6.166194863206115,533.3,533.3,Arcadia_2010-11-24,5721.0
3.96,455.01,6.120319396731415,1288.0,1288.0,Arcadia_2010-11-24,5722.0
3.96,539.85,6.291291323193149,250.8,250.8,Arcadia_2010-11-24,5723.0
3.96,480.14,6.17407772804215,513.4,513.4,Arcadia_2010-11-24,5724.0
3.96,437.33,6.0806880588556576,453.2,453.2,Arcadia_2010-11-24,5725.0
3.96,369.09,5.911040516740187,487.7,487.7,Arcadia_2010-11-24,5726.0
3.96,348.14,5.852604697724563,537.0,537.0,Arcadia_2010-11-24,5727.0
3.96,341.62,5.833699008209915,318.5,318.5,Arcadia_2010-11-24,5728.0
3.96,356.55,5.876474482474312,401.4,401.4,Arcadia_2010-11-24,5729.0
3.96,363.52,5.895834316092731,516.4,516.4,Arcadia_2010-11-24,5730.0
3.96,384.72,5.952515796969407,422.4,422.4,Arcadia_2010-11-24,5731.0
3.96,419.59,6.039278044016987,504.3,504.3,Arcadia_2010-11-24,5732.0
3.96,585.74,6.372876005112426,277.2,277.2,Arcadia_2010-11-24,5733.0
3.96,547.99,6.306257038606333,612.7,612.7,Arcadia_2010-11-24,5734.0
3.96,498.8,6.212205213805881,526.0,526.0,Arcadia_2010-11-24,5735.0
3.96,471.13,6.15513406442565,422.0,422.0,Arcadia_2010-11-24,5736.0
3.96,429.31,6.062179268693205,533.2,533.2,Arcadia_2010-11-24,5737.0
3.96,411.16,6.018982433144721,376.5,376.5,Arcadia_2010-11-24,5738.0
3.96,408.57,6.012663258248976,299.0,299.0,Arcadia_2010-11-24,5739.0
3.96,424.24,6.0502993328288746,400.7,400.7,Arcadia_2010-11-24,5740.0
3.96,447.96,6.104703942714493,400.6,400.6,Arcadia_2010-11-24,5741.0
3.96,475.88,6.165165721608325,503.5,503.5,Arcadia_2010-11-24,5742.0
3.96,635.54,6.454475031213618,254.8,254.8,Arcadia_2010-11-24,5743.0
3.96,593.78,6.386508880388229,565.5,565.5,Arcadia_2010-11-24,5744.0
3.96,563.35,6.333901104610175,406.4,406.4,Arcadia_2010-11-24,5745.0
3.96,525.46,6.264274069437011,480.9,480.9,Arcadia_2010-11-24,5746.0
3.96,504.71,6.22398400690067,514.9,514.9,Arcadia_2010-11-24,5747.0
3.96,486.28,6.186784589687593,388.3,388.3,Arcadia_2010-11-24,5748.0
3.96,483.39,6.180823781253587,515.9,515.9,Arcadia_2010-11-24,5749.0
3.96,472.83,6.1587359158555595,371.6,371.6,Arcadia_2010-11-24,5750.0
3.96,495.52,6.205607716224892,434.1,434.1,Arcadia_2010-11-24,5751.0
3.96,507.38,6.229260229754506,446.1,446.1,Arcadia_2010-11-24,5752.0
3.96,538.4,6.288601778330518,393.6,393.6,Arcadia_2010-11-24,5753.0
3.96,561.74,6.331039109393861,373.9,373.9,Arcadia_2010-11-24,5754.0
3.96,704.37,6.557303786277275,556.8,556.8,Arcadia_2010-11-24,5755.0
3.96,653.52,6.482373137033614,431.8,431.8,Arcadia_2010-11-24,5756.0
3.96,632.4,6.4495221053353164,560.3,560.3,Arcadia_2010-11-24,5757.0
3.96,578.86,6.361060652135235,507.7,507.7,Arcadia_2010-11-24,5758.0
3.96,568.26,6.342579060466065,524.9,524.9,Arcadia_2010-11-24,5759.0
3.96,543.53,6.29808490283001,531.2,531.2,Arcadia_2010-11-24,5760.0
3.96,539.53,6.290698390195733,431.4,431.4,Arcadia_2010-11-24,5761.0
3.96,541.56,6.294453863626909,493.4,493.4,Arcadia_2010-11-24,5762.0
3.96,543.18,6.297440756715404,370.7,370.7,Arcadia_2010-11-24,5763.0
3.96,566.59,6.339635938105475,363.6,363.6,Arcadia_2010-11-24,5764.0
3.96,584.58,6.3708936406653045,408.9,408.9,Arcadia_2010-11-24,5765.0
3.96,622.68,6.4340327431676485,385.3,385.3,Arcadia_2010-11-24,5766.0
3.96,718.71,6.577457938389007,592.2,592.2,Arcadia_2010-11-24,5767.0
3.96,680.85,6.5233420175705845,548.3,548.3,Arcadia_2010-11-24,5768.0
3.96,659.8,6.4919367587944805,538.4,538.4,Arcadia_2010-11-24,5769.0
3.96,639.84,6.461218145098508,549.5,549.5,Arcadia_2010-11-24,5770.0
3.96,633.01,6.4504862198077015,628.0,628.0,Arcadia_2010-11-24,5771.0
3.96,623.15,6.434787260272386,419.8,419.8,Arcadia_2010-11-24,5772.0
3.96,617.43,6.425565701752478,376.0,376.0,Arcadia_2010-11-24,5773.0
3.96,622.76,6.434161211821474,409.8,409.8,Arcadia_2010-11-24,5774.0
3.96,622.75,6.434145154142289,381.4,381.4,Arcadia_2010-11-24,5775.0
3.96,400.07,5.991639531797268,448.9,448.9,Arcadia_2010-11-24,5776.0
3.96,591.42,6.382526424905402,397.5,397.5,Arcadia_2010-11-24,5777.0
3.96,548.03,6.306330029975136,408.8,408.8,Arcadia_2010-11-24,5778.0
3.96,509.23,6.232899780894358,530.1,530.1,Arcadia_2010-11-24,5779.0
3.96,471.78,6.156512775231479,467.4,467.4,Arcadia_2010-11-24,5780.0
3.96,459.84,6.13087860289066,554.7,554.7,Arcadia_2010-11-24,5781.0
3.96,425.32,6.052841826782885,521.0,521.0,Arcadia_2010-11-24,5782.0
3.96,437.42,6.080893831934406,508.6,508.6,Arcadia_2010-11-24,5783.0
3.96,447.07,6.102715181905712,396.2,396.2,Arcadia_2010-11-24,5784.0
3.96,478.89,6.171470925944497,441.4,441.4,Arcadia_2010-11-24,5785.0
3.96,556.49,6.321649201102215,387.0,387.0,Arcadia_2010-11-24,5786.0
3.96,490.35,6.195119421838329,413.5,413.5,Arcadia_2010-11-24,5787.0
3.96,455.75,6.121944413558772,379.0,379.0,Arcadia_2010-11-24,5788.0
3.96,420.69,6.041896220406669,519.0,519.0,Arcadia_2010-11-24,5789.0
3.96,391.49,5.9699599723204715,536.3,536.3,Arcadia_2010-11-24,5790.0
3.96,378.32,5.9357403983356205,284.2,284.2,Arcadia_2010-11-24,5791.0
3.96,367.28,5.906124499940966,499.5,499.5,Arcadia_2010-11-24,5792.0
3.96,374.89,5.92663264960644,512.9,512.9,Arcadia_2010-11-24,5793.0
3.96,402.86,5.998589107050278,612.5,612.5,Arcadia_2010-11-24,5794.0
3.96,437.61,6.081328102766231,582.8,582.8,Arcadia_2010-11-24,5795.0
3.96,505.07,6.224697033530732,299.7,299.7,Arcadia_2010-11-24,5796.0
3.96,464.52,6.1410046143775565,475.8,475.8,Arcadia_2010-11-24,5797.0
3.96,399.47,5.990138668519309,459.4,459.4,Arcadia_2010-11-24,5798.0
3.96,358.45,5.881789180298881,515.8,515.8,Arcadia_2010-11-24,5799.0
3.96,336.76,5.819370510469463,330.2,330.2,Arcadia_2010-11-24,5800.0
3.96,305.12,5.720705141852108,461.8,461.8,Arcadia_2010-11-24,5801.0
3.96,297.25,5.694573535570891,524.9,524.9,Arcadia_2010-11-24,5802.0
3.96,313.84,5.748883301901297,473.6,473.6,Arcadia_2010-11-24,5803.0
3.96,337.3,5.820972742067604,612.6,612.6,Arcadia_2010-11-24,5804.0
3.96,367.65,5.907131398642231,509.2,509.2,Arcadia_2010-11-24,5805.0
3.96,468.67,6.149898896052741,349.8,349.8,Arcadia_2010-11-24,5806.0
3.96,410.11,6.016425416397234,355.9,355.9,Arcadia_2010-11-24,5807.0
3.96,363.74,5.8964393266988715,325.5,325.5,Arcadia_2010-11-24,5808.0
3.96,298.01,5.697127042989359,241.5,241.5,Arcadia_2010-11-24,5809.0
3.96,275.19,5.617461768189674,241.6,241.6,Arcadia_2010-11-24,5810.0
3.96,228.68,5.43232364639577,445.2,445.2,Arcadia_2010-11-24,5811.0
3.96,230.89,5.441941406630912,435.7,435.7,Arcadia_2010-11-24,5812.0
3.96,242.96,5.492896820737493,528.1,528.1,Arcadia_2010-11-24,5813.0
3.96,275.75,5.619494658133612,508.1,508.1,Arcadia_2010-11-24,5814.0
3.96,320.27,5.76916439003684,503.3,503.3,Arcadia_2010-11-24,5815.0
3.96,399.88,5.99116450209898,284.1,284.1,Arcadia_2010-11-24,5816.0
3.96,333.57,5.809852738383268,440.3,440.3,Arcadia_2010-11-24,5817.0
3.96,271.94,5.60558145372754,391.8,391.8,Arcadia_2010-11-24,5818.0
3.96,228.59,5.431930005871957,557.2,557.2,Arcadia_2010-11-24,5819.0
3.96,184.68,5.218624597638788,266.7,266.7,Arcadia_2010-11-24,5820.0
3.96,155.19,5.044650172683533,524.6,524.6,Arcadia_2010-11-24,5821.0
3.96,157.64,5.060313952326803,662.2,662.2,Arcadia_2010-11-24,5822.0
3.96,200.83,5.302458779048586,480.8,480.8,Arcadia_2010-11-24,5823.0
3.96,266.43,5.585111544938522,417.5,417.5,Arcadia_2010-11-24,5824.0
3.96,134.58,4.902158817760172,672.9,672.9,Arcadia_2010-11-24,5825.0
3.96,372.89,5.921283469984221,487.2,487.2,Arcadia_2010-11-24,5826.0
3.96,321.69,5.773588348900164,235.7,235.7,Arcadia_2010-11-24,5827.0
3.96,248.09,5.51379158355734,590.6,590.6,Arcadia_2010-11-24,5828.0
3.96,178.38,5.183916106238061,605.2,605.2,Arcadia_2010-11-24,5829.0
3.96,118.54,4.775250456359692,522.2,522.2,Arcadia_2010-11-24,5830.0
3.96,93.57,4.5387098192878215,545.4,545.4,Arcadia_2010-11-24,5831.0
3.96,94.68,4.550502784645783,553.8,553.8,Arcadia_2010-11-24,5832.0
3.96,160.29,5.07698467463779,883.5,883.5,Arcadia_2010-11-24,5833.0
3.96,209.92,5.346726505755724,799.4,799.4,Arcadia_2010-11-24,5834.0
3.96,272.26,5.606757492084327,561.1,561.1,Arcadia_2010-11-24,5835.0
3.96,310.93,5.73956780645899,390.0,390.0,Arcadia_2010-11-24,5836.0
3.96,234.67,5.458180271934504,614.0,614.0,Arcadia_2010-11-24,5837.0
3.96,162.37,5.089877681599023,474.0,474.0,Arcadia_2010-11-24,5838.0
3.96,96.02,4.564556503102794,807.8,807.8,Arcadia_2010-11-24,5839.0
3.96,33.46,3.5103506955586776,508.9,508.9,Arcadia_2010-11-24,5840.0
3.96,39.58,3.6783239401744194,549.3,549.3,Arcadia_2010-11-24,5841.0
3.96,118.67,4.7763465316770475,563.6,563.6,Arcadia_2010-11-24,5842.0
3.96,191.71,5.255983813531958,578.9,578.9,Arcadia_2010-11-24,5843.0
3.96,257.11,5.549504008886889,1133.9,1133.9,Arcadia_2010-11-24,5844.0
3.96,305.58,5.722211610124568,546.9,546.9,Arcadia_2010-11-24,5845.0
3.96,249.0,5.517452896464707,432.1,432.1,Arcadia_2010-11-24,5846.0
3.96,189.44,5.244072351695641,477.8,477.8,Arcadia_2010-11-24,5847.0
3.96,122.51,4.808192659306079,515.7,515.7,Arcadia_2010-11-24,5848.0
3.96,64.48,4.166355098198372,537.9,537.9,Arcadia_2010-11-24,5849.0
3.96,62.36,4.132924044189576,476.1,476.1,Arcadia_2010-11-24,5850.0
3.96,106.82,4.671145174911624,819.4,819.4,Arcadia_2010-11-24,5851.0
3.96,254.61,5.539732962649695,514.6,514.6,Arcadia_2010-11-24,5852.0
3.96,404.69,6.003121341915053,429.2,429.2,Arcadia_2010-11-24,5853.0
3.96,355.12,5.87245576052578,343.6,343.6,Arcadia_2010-11-24,5854.0
3.96,271.82,5.605140082527201,451.8,451.8,Arcadia_2010-11-24,5855.0
3.96,228.78,5.432760843097527,537.0,537.0,Arcadia_2010-11-24,5856.0
3.96,165.99,5.111927545578128,466.9,466.9,Arcadia_2010-11-24,5857.0
3.96,125.87,4.835249628303414,548.4,548.4,Arcadia_2010-11-24,5858.0
3.96,138.62,4.931736376489838,567.6,567.6,Arcadia_2010-11-24,5859.0
3.96,142.63,4.960253864535331,479.2,479.2,Arcadia_2010-11-24,5860.0
3.96,205.55,5.325689313343887,1050.8,1050.8,Arcadia_2010-11-24,5861.0
3.96,243.84,5.496512272498281,438.1,438.1,Arcadia_2010-11-24,5862.0
3.96,385.93,5.955656005869189,517.3,517.3,Arcadia_2010-11-24,5863.0
3.96,331.46,5.803507138695398,499.2,499.2,Arcadia_2010-11-24,5864.0
3.96,269.53,5.59667970140792,258.5,258.5,Arcadia_2010-11-24,5865.0
3.96,219.54,5.39153444825917,478.8,478.8,Arcadia_2010-11-24,5866.0
3.96,191.42,5.25446996676776,518.3,518.3,Arcadia_2010-11-24,5867.0
3.96,192.23,5.258692571764769,450.9,450.9,Arcadia_2010-11-24,5868.0
3.96,210.98,5.351763342253663,395.3,395.3,Arcadia_2010-11-24,5869.0
3.96,235.49,5.461668449709889,358.7,358.7,Arcadia_2010-11-24,5870.0
3.96,297.06,5.693934138601387,266.1,266.1,Arcadia_2010-11-24,5871.0
3.96,343.35,5.838750335066686,373.1,373.1,Arcadia_2010-11-24,5872.0
3.96,486.04,6.186290925040411,462.1,462.1,Arcadia_2010-11-24,5873.0
3.96,440.64,6.08822821554029,519.5,519.5,Arcadia_2010-11-24,5874.0
3.96,369.14,5.911175975879145,502.7,502.7,Arcadia_2010-11-24,5875.0
3.96,329.13,5.796452809497509,498.5,498.5,Arcadia_2010-11-24,5876.0
3.96,295.04,5.687110940368229,507.5,507.5,Arcadia_2010-11-24,5877.0
3.96,258.21,5.553773207329493,505.2,505.2,Arcadia_2010-11-24,5878.0
3.96,255.27,5.542321808529575,523.8,523.8,Arcadia_2010-11-24,5879.0
3.96,272.25,5.60672076181307,354.3,354.3,Arcadia_2010-11-24,5880.0
3.96,308.14,5.730554225153629,370.4,370.4,Arcadia_2010-11-24,5881.0
3.96,335.62,5.815979567573016,506.6,506.6,Arcadia_2010-11-24,5882.0
3.96,386.01,5.955863275865008,417.4,417.4,Arcadia_2010-11-24,5883.0
3.96,410.7,6.017863020962513,457.9,457.9,Arcadia_2010-11-24,5884.0
3.96,417.15,6.033445869348084,533.5,533.5,Arcadia_2010-11-24,5885.0
3.96,619.82,6.429429113306733,656.8,656.8,Arcadia_2010-11-24,5886.0
3.96,390.34,5.967018154203055,639.6,639.6,Arcadia_2010-11-24,5887.0
3.96,354.47,5.870623716157048,1295.0,1295.0,Arcadia_2010-11-24,5888.0
3.96,170.74,5.140141931582161,1859.0,1859.0,Arcadia_2010-11-24,5890.0
3.23,32.68,3.486763269991802,615.0,615.0,BethelAcres_2010-12-12,5891.0
3.23,25.4,3.2347491740244907,725.0,725.0,BethelAcres_2010-12-12,5892.0
3.23,37.46,3.6232736970159425,426.1,426.1,BethelAcres_2010-12-12,5893.0
3.23,34.26,3.5339784928959737,591.0,591.0,BethelAcres_2010-12-12,5894.0
3.23,37.5,3.624340932976365,610.0,610.0,BethelAcres_2010-12-12,5895.0
3.23,44.08,3.786006164844659,321.0,321.0,BethelAcres_2010-12-12,5896.0
3.23,33.22,3.5031521041851486,606.0,606.0,BethelAcres_2010-12-12,5897.0
3.23,466.67,6.145622369766873,533.3,533.3,BethelAcres_2010-12-12,5898.0
3.23,428.67,6.0606873921489886,1288.0,1288.0,BethelAcres_2010-12-12,5899.0
3.23,480.11,6.174015244313933,513.4,513.4,BethelAcres_2010-12-12,5900.0
3.23,434.84,6.074978147335799,453.2,453.2,BethelAcres_2010-12-12,5901.0
3.23,356.54,5.876446435523715,487.7,487.7,BethelAcres_2010-12-12,5902.0
3.23,328.94,5.795875363313122,537.0,537.0,BethelAcres_2010-12-12,5903.0
3.23,317.42,5.760225818079412,318.5,318.5,BethelAcres_2010-12-12,5904.0
3.23,327.1,5.790265934544338,401.4,401.4,BethelAcres_2010-12-12,5905.0
3.23,330.94,5.8019370900636975,516.4,516.4,BethelAcres_2010-12-12,5906.0
3.23,350.73,5.860016696686837,422.4,422.4,BethelAcres_2010-12-12,5907.0
3.23,385.14,5.953606904551742,504.3,504.3,BethelAcres_2010-12-12,5908.0
3.23,544.94,6.300675696859584,612.7,612.7,BethelAcres_2010-12-12,5909.0
3.23,492.04,6.198560014000584,526.0,526.0,BethelAcres_2010-12-12,5910.0
3.23,460.41,6.132117396855113,422.0,422.0,BethelAcres_2010-12-12,5911.0
3.23,391.16,5.969116683444074,376.5,376.5,BethelAcres_2010-12-12,5913.0
3.23,379.51,5.93888094694965,299.0,299.0,BethelAcres_2010-12-12,5914.0
3.23,392.52,5.972587491338293,400.7,400.7,BethelAcres_2010-12-12,5915.0
3.23,414.63,6.0273865562840445,400.6,400.6,BethelAcres_2010-12-12,5916.0
3.23,441.73,6.090698835698372,503.5,503.5,BethelAcres_2010-12-12,5917.0
3.23,588.9,6.378256389950525,565.5,565.5,BethelAcres_2010-12-12,5918.0
3.23,554.62,6.318283194558144,406.4,406.4,BethelAcres_2010-12-12,5919.0
3.23,513.48,6.2412110802167255,480.9,480.9,BethelAcres_2010-12-12,5920.0
3.23,488.4,6.1911347422365495,514.9,514.9,BethelAcres_2010-12-12,5921.0
3.23,465.81,6.1437778256611875,388.3,388.3,BethelAcres_2010-12-12,5922.0
3.23,458.67,6.1283309972406315,515.9,515.9,BethelAcres_2010-12-12,5923.0
3.23,445.43,6.099040107741358,371.6,371.6,BethelAcres_2010-12-12,5924.0
3.23,464.66,6.141305955347142,434.1,434.1,BethelAcres_2010-12-12,5925.0
3.23,527.49,6.268129907824557,373.9,373.9,BethelAcres_2010-12-12,5926.0
3.23,646.6,6.471727865291332,431.8,431.8,BethelAcres_2010-12-12,5927.0
3.23,622.44,6.433647238151309,560.3,560.3,BethelAcres_2010-12-12,5928.0
3.23,565.65,6.337975512372475,507.7,507.7,BethelAcres_2010-12-12,5929.0
3.23,551.29,6.3122609864868116,524.9,524.9,BethelAcres_2010-12-12,5930.0
3.23,522.56,6.2587398097821,531.2,531.2,BethelAcres_2010-12-12,5931.0
3.23,515.35,6.244846281482801,431.4,431.4,BethelAcres_2010-12-12,5932.0
3.23,514.13,6.242476151764664,493.4,493.4,BethelAcres_2010-12-12,5933.0
3.23,710.22,6.565574781193857,592.2,592.2,BethelAcres_2010-12-12,5934.0
3.23,669.21,6.5060979122168,548.3,548.3,BethelAcres_2010-12-12,5935.0
3.23,645.33,6.469761813865816,538.4,538.4,BethelAcres_2010-12-12,5936.0
3.23,621.45,6.43205545719152,549.5,549.5,BethelAcres_2010-12-12,5937.0
3.23,612.15,6.416977350519924,628.0,628.0,BethelAcres_2010-12-12,5938.0
3.23,392.77,5.973224198818194,448.9,448.9,BethelAcres_2010-12-12,5939.0
3.23,626.18,6.439637869704516,397.5,397.5,BethelAcres_2010-12-12,5940.0
3.23,543.37,6.297790487518287,530.1,530.1,BethelAcres_2010-12-12,5941.0
3.23,504.83,6.224221738938162,467.4,467.4,BethelAcres_2010-12-12,5942.0
3.23,491.09,6.196627410386242,554.7,554.7,BethelAcres_2010-12-12,5943.0
3.23,453.79,6.117634535963673,521.0,521.0,BethelAcres_2010-12-12,5944.0
3.23,462.15,6.1358895137107865,508.6,508.6,BethelAcres_2010-12-12,5945.0
3.23,467.86,6.148169105865621,396.2,396.2,BethelAcres_2010-12-12,5946.0
3.23,591.17,6.382103624097474,387.0,387.0,BethelAcres_2010-12-12,5947.0
3.23,525.1,6.2635887206438134,413.5,413.5,BethelAcres_2010-12-12,5948.0
3.23,490.26,6.19493586262467,379.0,379.0,BethelAcres_2010-12-12,5949.0
3.23,454.3,6.118757772765357,519.0,519.0,BethelAcres_2010-12-12,5950.0
3.23,423.32,6.0481283942255235,536.3,536.3,BethelAcres_2010-12-12,5951.0
3.23,407.66,6.010433493655584,284.2,284.2,BethelAcres_2010-12-12,5952.0
3.23,392.37,5.9722052721691705,499.5,499.5,BethelAcres_2010-12-12,5953.0
3.23,394.62,5.977923276541315,512.9,512.9,BethelAcres_2010-12-12,5954.0
3.23,419.41,6.038848961769641,612.5,612.5,BethelAcres_2010-12-12,5955.0
3.23,448.14,6.10510568359703,582.8,582.8,BethelAcres_2010-12-12,5956.0
3.23,539.28,6.290234916545183,299.7,299.7,BethelAcres_2010-12-12,5957.0
3.23,499.13,6.212866582863889,475.8,475.8,BethelAcres_2010-12-12,5958.0
3.23,434.23,6.073574347641471,459.4,459.4,BethelAcres_2010-12-12,5959.0
3.23,392.91,5.973580578009421,515.8,515.8,BethelAcres_2010-12-12,5960.0
3.23,335.85,5.816664631712873,461.8,461.8,BethelAcres_2010-12-12,5962.0
3.23,324.1,5.781052110147502,524.9,524.9,BethelAcres_2010-12-12,5963.0
